TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QM1102X,261QM1102X=Clinic/Center  Military  Outpatient  Operational  (Transportable)  Component
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QM1103X,261QM1103X=Clinic/Center  Military  Ambulatory  Procedure  Visits  Operational  (Transportable)
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QM1200X,261QM1200X=Clinic/Center  Magnetic  Resonance  Imaging  (MRI)
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QM1300X,261QM1300X=Clinic/Center  Multi-Specialty
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QM2500X,261QM2500X=Clinic/Center  Medical  Specialty
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QM2800X,261QM2800X=Clinic/Center  Methadone  Clinic
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QM3000X,261QM3000X=Clinic/Center  Medically  Fragile  Intants  and  Children  Day  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QP0904X,"261QP0904X=Clinic/Center  Public  Health,  Federal"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QP0905X,"261QP0905X=Clinic/Center  Public  Health,  State  or  Local"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QP1100X,261QP1100X=Clinic/Center  Podiatric
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QP2000X,261QP2000X=Clinic/Center  Physical  Therapy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QP2300X,261QP2300X=Clinic/Center  Primary  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QP2400X,261QP2400X=Clinic/Center  Prison  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QP3300X,261QP3300X=Clinic/Center  Pain
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0200X,261QR0200X=Clinic/Center  Radiology
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0206X,"261QR0206X=Clinic/Center  Radiology,  Mammography"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0207X,"261QR0207X=Clinic/Center  Radiology,  Mobile  Mammography"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0208X,"261QR0208X=Clinic/Center  Radiology,  Mobile"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0400X,261QR0400X=Clinic/Center  Rehabilitation
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0401X,"261QR0401X=Clinic/Center  Rehabilitation,  Comprehensive  Outpatient  Rehabilitation  Facility  (CORF)"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0404X,"261QR0404X=Clinic/Center  Rehabilitation,  Cardiac  Facilities"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0405X,"261QR0405X=Clinic/Center  Rehabilitation,  Substance  Use  Disorder"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR0800X,261QR0800X=Clinic/Center  Recovery  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR1100X,261QR1100X=Clinic/Center  Research
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QR1300X,261QR1300X=Clinic/Center  Rural  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QS0112X,261QS0112X=Clinic/Center  Oral  and  Maxillofacial  Surgery
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QS0132X,261QS0132X=Clinic/Center  Ophthalmologic  Surgery
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QS1000X,261QS1000X=Clinic/Center  Student  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QS1200X,261QS1200X=Clinic/Center  Sleep  Disorder  Diagnostic
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QU0200X,261QU0200X=Clinic/Center  Urgent  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QV0200X,261QV0200X=Clinic/Center  VA
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QX0100X,261QX0100X=Clinic/Center  Occupational  Medicine
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QX0200X,261QX0200X=Clinic/Center  Oncology
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,261QX0203X,"261QX0203X=Clinic/Center  Oncology,  Radiation"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,273100000X,273100000X=Epilepsy  Unit  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,273R00000X,273R00000X=Psychiatric  Unit  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,273Y00000X,273Y00000X=Rehabilitation  Unit  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,275N00000X,275N00000X=Medicare  Defined  Swing  Bed  Unit  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,276400000X,"276400000X=Rehabilitation,  Substance  Use  Disorder  Unit  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,281P00000X,281P00000X=Chronic  Disease  Hospital  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,281PC2000X,281PC2000X=Chronic  Disease  Hospital  Children
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,282E00000X,282E00000X=Long  Term  Care  Hospital  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,282J00000X,282J00000X=Religious  Nonmedical  Health  Care  Institution  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,282N00000X,282N00000X=General  Acute  Care  Hospital  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,282NC0060X,282NC0060X=General  Acute  Care  Hospital  Critical  Access
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,282NC2000X,282NC2000X=General  Acute  Care  Hospital  Children
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,282NR1301X,282NR1301X=General  Acute  Care  Hospital  Rural
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,282NW0100X,282NW0100X=General  Acute  Care  Hospital  Women
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,283Q00000X,283Q00000X=Psychiatric  Hospital  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,283X00000X,283X00000X=Rehabilitation  Hospital  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,283XC2000X,283XC2000X=Rehabilitation  Hospital  Children
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,284300000X,284300000X=Special  Hospital  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,286500000X,286500000X=Military  Hospital  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,2865C1500X,2865C1500X=Military  Hospital  Community  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,2865M2000X,2865M2000X=Military  Hospital  Military  General  Acute  Care  Hospital
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,2865X1600X,2865X1600X=Military  Hospital  Military  General  Acute  Care  Hospital.  Operational  (Transportable)
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,287300000X,287300000X=Christian  Science  Sanitorium  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,291900000X,291900000X=Military  Clinical  Medical  Laboratory  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,291U00000X,291U00000X=Clinical  Medical  Laboratory  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,292200000X,292200000X=Dental  Laboratory  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,293D00000X,293D00000X=Physiological  Laboratory  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,302F00000X,302F00000X=Exclusive  Provider  Organization  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,302R00000X,302R00000X=Health  Maintenance  Organization  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,305R00000X,305R00000X=Preferred  Provider  Organization  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,305S00000X,305S00000X=Point  of  Service  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,310400000X,310400000X=Assisted  Living  Facility  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3104A0625X,"3104A0625X=Assisted  Living  Facility  Assisted  Living,  Mental  Illness"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3104A0630X,"3104A0630X=Assisted  Living  Facility  Assisted  Living,  Behavioral  Disturbances"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,310500000X,"310500000X=Intermediate  Care  Facility,  Mental  Illness  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,311500000X,311500000X=Alzheimer  Center  (Dementia  Center)  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,311Z00000X,311Z00000X=Custodial  Care  Facility  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,311ZA0620X,311ZA0620X=Custodial  Care  Facility  Adult  Care  Home
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,313M00000X,313M00000X=Nursing  Facility/Intermediate  Care  Facility  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,314000000X,314000000X=Skilled  Nursing  Facility  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3140N1450X,"3140N1450X=Skilled  Nursing  Facility  Nursing  Care,  Pediatric"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,315D00000X,"315D00000X=Hospice,  Inpatient  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,315P00000X,"315P00000X=Intermediate  Care  Facility,  Mentally  Retarded  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,317400000X,317400000X=Christian  Science  Facility  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,320600000X,"320600000X=Residential  Treatment  Facility,  Mental  Retardation  and/or  Developmental  Disabilities  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,320700000X,"320700000X=Residential  Treatment  Facility,  Physical  Disabilities  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,320800000X,"320800000X=Community  Based  Residential  Treatment  Facility,  Mental  Illness  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,320900000X,"320900000X=Community  Based  Residential  Treatment,  Mental  Retardation  and/or  Developmental  Disabilities  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,322D00000X,"322D00000X=Residential  Treatment  Facility,  Emotionally  Disturbed  Children  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,323P00000X,323P00000X=Psychiatric  Residential  Treatment  Facility  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,324500000X,324500000X=Substance  Abuse  Rehabilitation  Facility  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3245S0500X,"3245S0500X=Substance  Abuse  Rehabilitation  Facility  Substance  Abuse  Treatment,  Children"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,331L00000X,331L00000X=Blood  Bank  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332000000X,332000000X=Military/U.S.  Coast  Guard  Pharmacy  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332100000X,332100000X=Department  of  Veterans  Affairs  (VA)  Pharmacy  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332800000X,332800000X=Indian  Health  Service/Tribal/Urban  Indian  Health  (I/T/U)  Pharmacy  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332900000X,332900000X=Non-Pharmacy  Dispensing  Site  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332B00000X,332B00000X=Durable  Medical  Equipment  &  Medical  Supplies  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332BC3200X,332BC3200X=Durable  Medical  Equipment  &  Medical  Supplies  Customized  Equipment
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332BD1200X,332BD1200X=Durable  Medical  Equipment  &  Medical  Supplies  Dialysis  Equipment  &  Supplies
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332BN1400X,332BN1400X=Durable  Medical  Equipment  &  Medical  Supplies  Nursing  Facility  Supplies
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332BP3500X,332BP3500X=Durable  Medical  Equipment  &  Medical  Supplies  Parenteral  &  Enteral  Nutrition
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332BX2000X,332BX2000X=Durable  Medical  Equipment  &  Medical  Supplies  Oxygen  Equipment  &  Supplies
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332G00000X,332G00000X=Eye  Bank  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332H00000X,"332H00000X=Eyewear  Supplier  (Equipment,  not  the  service)  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332S00000X,332S00000X=Hearing    Aid  Equipment  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,332U00000X,332U00000X=Home  Delivered  Meals  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,333300000X,333300000X=Emergency  Response  System  Companies  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,333600000X,333600000X=Pharmacy  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336C0002X,3336C0002X=Pharmacy  Clinic  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336C0003X,3336C0003X=Pharmacy  Community/Retail  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336C0004X,3336C0004X=Pharmacy  Compounding  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336H0001X,3336H0001X=Pharmacy  Home  Infusion  Therapy  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336I0012X,3336I0012X=Pharmacy  Institutional  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336L0003X,3336L0003X=Pharmacy  Long  Term  Care  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336M0002X,3336M0002X=Pharmacy  Mail  Order  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336M0003X,3336M0003X=Pharmacy  Managed  Care  Organization  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336N0007X,3336N0007X=Pharmacy  Nuclear  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3336S0011X,3336S0011X=Pharmacy  Specialty  Pharmacy
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,335E00000X,335E00000X=Prosthetic/Orthotic  Supplier  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,335G00000X,335G00000X=Medical  Foods  Supplier  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,335U00000X,335U00000X=Organ  Procurement  Organization  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,335V00000X,335V00000X=Portable  X-ray  and/or  Other  Portable  Diagnostic  Imaging  Supplier  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,341600000X,341600000X=Ambulance  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3416A0800X,3416A0800X=Ambulance  Air  Transport
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3416L0300X,3416L0300X=Ambulance  Land  Transport
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3416S0300X,3416S0300X=Ambulance  Water  Transport
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,341800000X,341800000X=Military/U.S.  Coast  Guard  Transport  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3418M1110X,"3418M1110X=Military/U.S.  Coast  Guard  Transport  Military  or  U.S.  Coast  Guard  Ambulance,  Ground  Transport"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3418M1120X,"3418M1120X=Military/U.S.  Coast  Guard  Transport  Military  or  U.S.  Coast  Guard  Ambulance,  Air  Transport"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3418M1130X,"3418M1130X=Military/U.S.  Coast  Guard  Transport  Military  or  U.S.  Coast  Guard  Ambulance,  Water  Transport"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,343800000X,343800000X=Secured  Medical  Transport  (VAN)  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,343900000X,343900000X=Non-emergency  Medical  Transport  (VAN)  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,344600000X,344600000X=Taxi  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,344800000X,344800000X=Air  Carrier  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,347B00000X,347B00000X=Bus  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,347C00000X,347C00000X=Private  Vehicle  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,347D00000X,347D00000X=Train  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,347E00000X,347E00000X=Transportation  Broker  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363A00000X,363A00000X=Physician  Assistant  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363AM0700X,363AM0700X=Physician  Assistant  Medical
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363AS0400X,363AS0400X=Physician  Assistant  Surgical  Technologist
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363L00000X,363L00000X=Nurse  Practitioner  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LA2100X,363LA2100X=Nurse  Practitioner  Acute  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LA2200X,363LA2200X=Nurse  Practitioner  Adult  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LC0200X,363LC0200X=Nurse  Practitioner  Critical  Care  Medicine
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LC1500X,363LC1500X=Nurse  Practitioner  Community  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LF0000X,363LF0000X=Nurse  Practitioner  Family
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LG0600X,363LG0600X=Nurse  Practitioner  Gerontology
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LN0000X,363LN0000X=Nurse  Practitioner  Neonatal
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LN0005X,"363LN0005X=Nurse  Practitioner  Neonatal,  Critical  Care"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LP0200X,363LP0200X=Nurse  Practitioner  Pediatrics
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LP0222X,"363LP0222X=Nurse  Practitioner  Pediatrics,  Critical  Care"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LP0808X,363LP0808X=Nurse  Practitioner  Psych/Mental  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LP1700X,363LP1700X=Nurse  Practitioner  Perinatal
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LP2300X,363LP2300X=Nurse  Practitioner  Primary  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LS0200X,363LS0200X=Nurse  Practitioner  School
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LW0102X,363LW0102X=Nurse  Practitioner  Women's  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LX0001X,363LX0001X=Nurse  Practitioner  Obstetrics  &  Gynecology
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,363LX0106X,363LX0106X=Nurse  Practitioner  Occupational  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364S00000X,364S00000X=Clinical  Nurse  Specialist  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SA2100X,364SA2100X=Clinical  Nurse  Specialist  Acute  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SA2200X,364SA2200X=Clinical  Nurse  Specialist  Adult  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SC0200X,364SC0200X=Clinical  Nurse  Specialist  Critical  Care  Medicine
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SC1501X,364SC1501X=Clinical  Nurse  Specialist  Community  Health/Public  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SC2300X,364SC2300X=Clinical  Nurse  Specialist  Chronic  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SE0003X,364SE0003X=Clinical  Nurse  Specialist  Emergency
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SE1400X,364SE1400X=Clinical  Nurse  Specialist  Ethics
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SF0001X,364SF0001X=Clinical  Nurse  Specialist  Family  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SG0600X,364SG0600X=Clinical  Nurse  Specialist  Gerontology
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SH0200X,364SH0200X=Clinical  Nurse  Specialist  Home  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SH1100X,364SH1100X=Clinical  Nurse  Specialist  Holistic
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SI0800X,364SI0800X=Clinical  Nurse  Specialist  Informatics
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SL0600X,364SL0600X=Clinical  Nurse  Specialist  Long-Term  Care
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SM0705X,364SM0705X=Clinical  Nurse  Specialist  Medical-Surgical
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SN0000X,364SN0000X=Clinical  Nurse  Specialist  Neonatal
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SN0800X,364SN0800X=Clinical  Nurse  Specialist  Neuroscience
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0200X,364SP0200X=Clinical  Nurse  Specialist  Pediatrics
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0807X,"364SP0807X=Clinical  Nurse  Specialist  Psych/Mental  Health,  Child  &  Adolescent"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0808X,364SP0808X=Clinical  Nurse  Specialist  Psych/Mental  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0809X,"364SP0809X=Clinical  Nurse  Specialist  Psych/Mental  Health,  Adult"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0810X,"364SP0810X=Clinical  Nurse  Specialist  Psych/Mental  Health,  Child  &  Family"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0811X,"364SP0811X=Clinical  Nurse  Specialist  Psych/Mental  Health,  Chronically  Ill"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0812X,"364SP0812X=Clinical  Nurse  Specialist  Psych/Mental  Health,  Community"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP0813X,"364SP0813X=Clinical  Nurse  Specialist  Psych/Mental  Health,  Geropsychiatric"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP1700X,364SP1700X=Clinical  Nurse  Specialist  Perinatal
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SP2800X,364SP2800X=Clinical  Nurse  Specialist  Perioperative
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SR0400X,364SR0400X=Clinical  Nurse  Specialist  Rehabilitation
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SS0200X,364SS0200X=Clinical  Nurse  Specialist  School
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364ST0500X,364ST0500X=Clinical  Nurse  Specialist  Transplantation
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SW0102X,364SW0102X=Clinical  Nurse  Specialist  Women's  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SX0106X,364SX0106X=Clinical  Nurse  Specialist  Occupational  Health
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SX0200X,364SX0200X=Clinical  Nurse  Specialist  Oncology
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,364SX0204X,"364SX0204X=Clinical  Nurse  Specialist  Oncology,  Pediatrics"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,367500000X,"367500000X=Nurse  Anesthetist,  Certified  Registered  "
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,367A00000X,367A00000X=Advanced  Practice  Midwife  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,367H00000X,367H00000X=Anesthesiologist  Assistant  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,372500000X,372500000X=Chore  Provider  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,372600000X,372600000X=Adult  Companion  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,373H00000X,373H00000X=Day  Training/Habilitation  Specialist  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,374700000X,374700000X=Technician  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3747A0650X,3747A0650X=Technician  Attendant  Care  Provider
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,3747P1801X,3747P1801X=Technician  Personal  Care  Attendant
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,374J00000X,374J00000X=Doula  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,374K00000X,374K00000X=Religious  Nonmedical  Practitioner  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,374T00000X,374T00000X=Religious  Nonmedical  Nursing  Personnel  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,374U00000X,374U00000X=Home  Health  Aide  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,376G00000X,376G00000X=Nursing  Home  Administrator  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,376J00000X,376J00000X=Homemaker  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,376K00000X,376K00000X=Nurse's  Aide  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,385H00000X,385H00000X=Respite  Care  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,385HR2050X,385HR2050X=Respite  Care  Respite  Care  Camp
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,385HR2055X,"385HR2055X=Respite  Care  Respite  Care,  Mental  Illness,  Child"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,385HR2060X,"385HR2060X=Respite  Care  Respite  Care,  Mental  Retardation  and/or  Developmental  Disabilities,  Child"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,385HR2065X,"385HR2065X=Respite  Care  Respite  Care,  Physical  Disabilities,  Child"
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,390200000X,390200000X=Student  in  an  Organized  Health  Care  Education/Training  Program  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,405300000X,405300000X=Prevention  Professional  
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,NI,NI=No  information
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,UN,UN=Unknown
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,OT,OT=Other
PROVIDER,PROVIDER_NPI_FLAG,Y,Y=Yes
PROVIDER,PROVIDER_NPI_FLAG,N,N=No
OBS_CLIN,OBSCLIN_TYPE,LC,LC=LOINC
OBS_CLIN,OBSCLIN_TYPE,SM,SM=SNOMED  CT  (observable  entity)
OBS_CLIN,OBSCLIN_TYPE,NI,NI=No  information
OBS_CLIN,OBSCLIN_TYPE,UN,UN=Unknown
OBS_CLIN,OBSCLIN_TYPE,OT,OT=Other
OBS_CLIN,OBSCLIN_RESULT_QUAL,POSITIVE,POSITIVE=Positive
OBS_CLIN,OBSCLIN_RESULT_QUAL,NEGATIVE,NEGATIVE=Negative
OBS_CLIN,OBSCLIN_RESULT_QUAL,BORDERLINE,BORDERLINE=Borderline
OBS_CLIN,OBSCLIN_RESULT_QUAL,ELEVATED,ELEVATED=Elevated
OBS_CLIN,OBSCLIN_RESULT_QUAL,HIGH,HIGH=High
OBS_CLIN,OBSCLIN_RESULT_QUAL,LOW,LOW=Low
OBS_CLIN,OBSCLIN_RESULT_QUAL,NORMAL,NORMAL=Normal
